"CALL_ID","C_DAY","C_MONTH","C_YEAR","C_HOUR","C_MINUTE","SERVICE_NUMBER#","QUEUE","ADMIN_STATUS","OPERATION_STATUS","ACCOUNT_ID#","Language_chosen","CALLTYPE"
513480533,"24",March,"2022","12","18",246100909,Other,,,112950000055672630,Other,Technical
403917603,"23",April,"2021","05","00",224728781,Billing,,,112102230001091053,Arabic,Technical
498473554,"07",February,"2022","17","55",243012308,XDSL,enabled,down,106502230003722984,Arabic,Technical
400418446,"12",April,"2021","13","27",238093788,Other,,,114022230002920591,Other,Technical
513464335,"24",March,"2022","11","37",228502010,XDSL,,,116010000023182760,Arabic,Sales
485331299,"28",December,"2021","22","12",663310729,XDSL,enabled,up,111112230006932525,Arabic,Technical
471944241,"15",November,"2021","21","05",572120151,Other,,,104322230000717799,Arabic,Technical
517789177,"03",April,"2022","13","18",452743962,Technical,enabled,up,114780000068089024,Arabic,Technical
507648851,"07",March,"2022","18","19",34945341,XDSL,disabled,down,137200000109864662,Arabic,Sales
452164696,"13",September,"2021","18","26",503698399,Sales,,,112250000048224536,Arabic,Sales
419381028,"11",June,"2021","20","29",227113561,Other,,,104202230003778317,Arabic,Technical
427067844,"21",June,"2021","19","15",232975062,Other,,,108872230007296330,Arabic,Technical
403887791,"14",January,"2021","00","26",224386854,Other,enabled,up,116452230006496944,Arabic,Technical
435683978,"16",July,"2021","20","27",962711147,XDSL,enabled,down,103010000025389275,Arabic,Technical
444427239,"15",August,"2021","22","55",237303474,Other,,,113172230006603877,Arabic,Sales
543275509,"17",June,"2022","20","57",663326546,XDSL,enabled,up,112112230005172440,Arabic,Sales
485240406,"28",December,"2021","19","14",504722662,Other,,,112730000122026802,Other,Technical
444552571,"16",August,"2021","13","20",224956292,FTTH,,,111760000041967707,Arabic,Sales
411314899,"17",May,"2021","06","57",232974013,Other,,,119310000122108332,Arabic,Technical
525159763,"25",April,"2022","18","51",501952741,Other,enabled,up,101750000036346555,Arabic,Technical
390841298,"22",March,"2021","20","18",553092610,Other,,,108410000020022382,Arabic,Technical
469582567,"07",November,"2021","21","11",227080244,Other,enabled,up,116242230007845729,Arabic,Technical
544356605,"20",June,"2022","14","17",238330755,Other,enabled,up,113142230007370890,Arabic,Technical
464195833,"21",October,"2021","13","45",483456943,XDSL,enabled,up,112982230007378004,Arabic,Technical
475331808,"27",November,"2021","13","28",473530821,XDSL,enabled,up,107340000026952238,Arabic,Technical
432496426,"06",July,"2021","19","31",653440180,XDSL,enabled,up,102860000045831168,Arabic,Technical
527092471,"01",May,"2022","13","41",504782023,XDSL,enabled,up,118560000035841134,Arabic,Technical
479546267,"11",December,"2021","22","01",242130599,Other,-2,-2,100310000107539547,Arabic,Technical
442992530,"10",August,"2021","20","15",224695117,XDSL,enabled,down,116212230002203737,Arabic,Technical
461645606,"12",October,"2021","19","23",404555526,XDSL,enabled,up,113850000091887376,Arabic,Sales
451806793,"12",September,"2021","13","29",35303691,XDSL,enabled,up,110220000096294112,Arabic,Sales
413893219,"25",May,"2021","20","06",35604431,Other,,,121880000076750833,Arabic,Technical
494706380,"27",January,"2022","17","12",226883917,Other,enabled,up,115092230006449249,Arabic,Technical
439596450,"30",July,"2021","19","02",133012314,Other,,,113502230006381092,Other,Technical
404973049,"26",April,"2021","18","20",233814084,Other,,,111682230003136028,Arabic,MobileNA
487828470,"05",January,"2022","13","34",224697171,Other,enabled,down,119520000055752203,Arabic,Technical
462517535,"15",October,"2021","19","26",572277776,XDSL,enabled,up,115982130004897831,Arabic,Technical
523931267,"21",April,"2022","22","13",35074638,Technical,enabled,up,117220000059985503,Arabic,Technical
433182176,"08",July,"2021","16","44",222750435,Other,enabled,up,114492230005771469,Arabic,Technical
501203866,"15",February,"2022","20","50",32984243,Other,enabled,up,116800000030625071,Arabic,Technical
410657013,"04",February,"2021","22","07",35747888,Other,enabled,down,103272230000344418,Arabic,Technical
384805812,"03",March,"2021","21","29",233770660,Other,,,112682230001261668,Arabic,Technical
384340359,"02",March,"2021","17","16",552174961,Other,,,111532230004798144,Arabic,Technical
404820183,"26",April,"2021","03","12",222927580,Other,,,103860000027565659,Arabic,Technical
408450929,"07",May,"2021","16","02",35305749,Other,,,107110000031016020,Arabic,Technical
545666408,"23",June,"2022","13","28",402942299,XDSL,enabled,up,110110000060341233,Arabic,Sales
333996492,"01","09","2024","23","10",223292397,Other,,,116292230003056941,Arabic,
450836206,"08",September,"2021","16","32",34982271,Other,,,111220000053382642,Arabic,MobileNA
392839025,"28",March,"2021","12","14",554342948,XDSL,,,101000000016454299,Arabic,Technical
439076757,"28",July,"2021","21","49",223701591,XDSL,enabled,up,115100000059885605,Arabic,Sales
489004312,"09",January,"2022","15","21",623380075,Other,,,115432230001861504,Arabic,Technical
491150034,"16",January,"2022","14","07",233651933,XDSL,enabled,down,118800000048641983,Arabic,Technical
503772108,"23",February,"2022","19","18",554275064,Other,enabled,up,110850000113752647,Arabic,Technical
425385533,"19",June,"2021","13","54",552284707,Other,,,109050000108669394,Arabic,Technical
442809768,"10",August,"2021","07","42",402763530,XDSL,enabled,up,113970000043791669,Arabic,Sales
21343274,"19","08","2022","14","35",228838674,Other,,,112040000059251386,Other,
409052903,"09",May,"2021","15","20",473236102,Other,,,116720000032679883,Arabic,Technical
475258118,"27",November,"2021","02","59",228648581,XDSL,enabled,up,102600000034189262,Arabic,Technical
454365327,"21",September,"2021","12","33",236315094,Other,disabled,down,102860000019225208,Arabic,Technical
430484495,"30",June,"2021","21","09",501993039,Other,enabled,up,107530000022606801,Arabic,Technical
436193023,"18",July,"2021","13","35",222455823,XDSL,enabled,down,111340000079005870,Arabic,Technical
537025185,"31",May,"2022","06","07",683401761,Other,,,101010000026797099,Arabic,Technical
25166373,"02","10","2022","21","13",32922119,Other,,,108730000101659864,Arabic,
426295751,"20",June,"2021","15","44",228068104,Other,enabled,up,100990000021894047,Arabic,Technical
353945268,"14","04","2024","07","55",404361386,Other,,,111032230007618511,Other,
546125958,"24",June,"2022","14","01",502409117,Other,,,111660000037383982,Arabic,Technical
545396282,"22",June,"2022","20","09",683400889,Other,,,109450000027232376,Arabic,Technical
456647351,"27",September,"2021","14","23",502380031,Other,,,114280000021150925,Arabic,Technical
543174624,"17",June,"2022","16","12",481942465,Other,enabled,up,104610000036612720,Arabic,Technical
425603174,"19",June,"2021","18","04",226318217,Sales,,,115752230003514345,Arabic,Technical
468759610,"05",November,"2021","04","41",237278744,Other,,,112712230006150925,Arabic,Technical
464789279,"23",October,"2021","14","58",34969938,Other,,,109520000016453349,Arabic,Technical
404203724,"24",April,"2021","03","41",224941398,Other,,,134420000102875560,Other,Technical
490432423,"14",January,"2022","10","09",34506350,Other,enabled,up,106680000055519079,Arabic,Technical
399611563,"01",January,"2021","21","33",35078038,XDSL,enabled,up,109770000031046215,Arabic,Technical
415515763,"30",May,"2021","22","20",503675449,Other,,,115002230006269992,Arabic,Technical
498601723,"07",February,"2022","23","28",228502010,XDSL,,,116010000023182760,Arabic,Sales
405857756,"19",January,"2021","18","42",452061153,Other,enabled,up,116112230005594475,Arabic,Technical
470224434,"09",November,"2021","22","43",227191311,Other,enabled,up,107260000021843045,Arabic,Technical
409799279,"02",February,"2021","12","24",33940665,Other,,,114190000118583490,Arabic,Technical
400074932,"11",April,"2021","11","26",472673038,Other,,,110290000023413038,Arabic,Technical
423444360,"16",June,"2021","21","05",472418127,XDSL,,,111802230003320787,Arabic,Technical
425010998,"18",June,"2021","22","07",572120151,Other,,,104322230000717799,Arabic,Technical
392900533,"28",March,"2021","14","22",932009625,Other,disabled,down,111940000089666884,Arabic,Sales
502901511,"20",February,"2022","22","20",242179899,Other,,,115652230003605272,Arabic,Technical
401597658,"16",April,"2021","10","42",402437016,XDSL,,,110770000019463483,Arabic,Sales
464024072,"20",October,"2021","20","31",882448031,Other,enabled,up,111932230006118136,Arabic,Technical
403358958,"12",January,"2021","15","51",35814822,Technical,,,113170000045678069,Arabic,Technical
346672684,"26","09","2024","17","40",934870441,Other,,,111660000023668672,Arabic,
520167451,"10",April,"2022","20","40",452032292,XDSL,enabled,up,117750000048242280,Arabic,Technical
409527932,"01",February,"2021","15","13",643117213,Other,,,129430000096971540,Arabic,Technical
435916545,"17",July,"2021","16","00",472673038,Other,,,110290000023413038,Arabic,Technical
494799782,"27",January,"2022","21","01",551968441,XDSL,enabled,up,103770000045217152,Arabic,Sales
417248928,"05",June,"2021","18","30",34946243,Other,,,110932230003885029,Arabic,Technical
508412159,"09",March,"2022","21","51",133291454,Other,enabled,up,111082230007122531,Arabic,Technical
452203680,"13",September,"2021","20","33",643005668,Other,enabled,up,115202230004662272,Arabic,Technical
440689519,"03",August,"2021","03","33",863549771,Other,,,113602230004273427,Other,Technical
492423813,"20",January,"2022","14","19",402143467,Other,enabled,up,101360000111649338,Arabic,Technical
485223806,"28",December,"2021","18","40",228498731,Other,disabled,down,105730000032541304,Arabic,Technical
392644645,"27",March,"2021","17","52",35399280,XDSL,,,116482230003805554,Arabic,Sales
404623607,"25",April,"2021","15","51",235517166,XDSL,,,120610000043285385,Arabic,Technical
417146278,"23",February,"2021","19","17",683401412,Other,,,115472230007551995,Arabic,Technical
540792759,"10",June,"2022","19","55",233055804,XDSL,enabled,up,112050000036518549,Arabic,Sales
441021114,"04",August,"2021","05","15",222652726,XDSL,enabled,down,114510000054537133,Arabic,Technical
456955107,"28",September,"2021","11","29",35814822,Other,,,113170000045678069,Arabic,Technical
470476518,"10",November,"2021","20","49",643332498,Other,enabled,up,112022230005701271,Arabic,Technical
440730587,"03",August,"2021","11","06",842450231,XDSL,enabled,up,112430000027030184,Arabic,Technical
328852918,"24","08","2024","11","25",932317266,Other,,,106050000037106102,Arabic,
457426878,"29",September,"2021","15","56",35303691,XDSL,enabled,down,110220000096294112,Arabic,Sales
403016479,"20",April,"2021","15","46",862060118,XDSL,,,115380000042923908,Arabic,Technical
425836944,"19",June,"2021","22","07",34220373,XDSL,,,106410000043914610,Arabic,Technical
542588450,"15",June,"2022","21","53",228664106,XDSL,enabled,up,118700000043996672,Arabic,Sales
387712644,"16","12","2024","15","50",483714064,Other,,,108730000089558434,Arabic,
452741683,"15",September,"2021","18","17",502002093,Other,,,114920000110502107,Arabic,Technical
341489973,"16","09","2024","01","47",821984069,Other,,,101390000108656501,Arabic,
470190512,"09",November,"2021","20","58",472619920,XDSL,enabled,up,114680000046896464,Arabic,Technical
409906362,"02",February,"2021","17","16",225976424,Other,enabled,down,115062230007522514,Arabic,Sales
486962491,"02",January,"2022","17","10",228502010,XDSL,enabled,up,116010000023182760,Arabic,Sales
459435810,"04",October,"2021","21","37",237432320,XDSL,enabled,up,111310000047685566,Arabic,Technical
414955658,"29",May,"2021","09","22",34493091,Other,,,114752230000852510,Arabic,Technical
495066302,"28",January,"2022","19","31",553382625,XDSL,enabled,up,103430000020523554,Arabic,Sales
427006230,"21",June,"2021","18","20",224231801,XDSL,,,115712230006253065,Arabic,Technical
445090042,"18",August,"2021","11","53",224840866,Other,enabled,up,111682230000747823,Arabic,Technical
459458547,"04",October,"2021","22","14",482845016,Other,enabled,up,117510000029482322,Arabic,Technical
122900976,"04","03","2023","11","03",572332590,Other,,,105270000115718876,Other,
525449716,"26",April,"2022","16","31",862100945,XDSL,enabled,up,109250000047409395,Arabic,Sales
400823392,"05",January,"2021","11","24",823678726,Other,disabled,down,137070000105963468,Arabic,Technical
467177127,"31",October,"2021","11","43",226551237,FTTH,,,101740000031916505,Arabic,Technical
100389958,"18","01","2023","13","19",824372548,Other,,,118310000028372941,Other,
432784322,"07",July,"2021","14","44",225350325,Other,enabled,down,115292230006003281,Arabic,Technical
394114980,"30",March,"2021","21","48",572120151,XDSL,,,104322230000717799,Arabic,Technical
467396425,"31",October,"2021","21","42",233528330,XDSL,enabled,down,114360000116438914,Arabic,Technical
428677508,"25",June,"2021","20","49",683246536,XDSL,enabled,up,111822230003136216,Arabic,Technical
485971628,"30",December,"2021","19","43",34128684,XDSL,enabled,down,113920000055349418,Arabic,Technical
396081957,"04",April,"2021","19","09",823635356,Other,,,109400000028403142,Arabic,Technical
405898721,"19",January,"2021","20","21",483769118,XDSL,enabled,up,112262230002114424,Arabic,Technical
54150945,"05","12","2022","14","19",453600285,Other,,,104300000027361824,Arabic,
410822044,"05",February,"2021","15","59",226220085,Other,enabled,up,114522230004898385,Arabic,Technical
506531731,"04",March,"2022","13","23",882448031,XDSL,enabled,up,111932230006118136,Arabic,Technical
408092292,"06",May,"2021","14","22",34493091,Other,,,114752230000852510,Arabic,Technical
464740078,"23",October,"2021","12","25",552275467,XDSL,enabled,up,113112230003131125,Arabic,Sales
418206784,"08",June,"2021","20","56",226125310,Other,,,111992230006723994,Arabic,Technical
433782550,"10",July,"2021","17","54",227527282,Sales,enabled,up,112322230002409868,Arabic,Technical
540301099,"09",June,"2022","11","49",683401761,Other,enabled,up,101010000026797099,Arabic,Technical
466148834,"27",October,"2021","22","43",453641482,Other,,,111650000044385930,Other,Technical
498077540,"06",February,"2022","16","22",663584980,XDSL,enabled,down,116382230003232033,Arabic,Technical
427718657,"22",June,"2021","20","27",35232245,Other,enabled,up,107940000105013990,Arabic,Technical
413290511,"23",May,"2021","20","23",223290440,Other,,,115740000028394851,Arabic,Technical
424465390,"18",June,"2021","02","03",228638000,XDSL,,,103900000018656938,Arabic,Technical
419929812,"12",June,"2021","16","10",663578357,Other,,,118120000041870018,Arabic,Technical
461227280,"11",October,"2021","09","24",237152270,XDSL,enabled,up,114440000031320163,Arabic,Technical
508358561,"09",March,"2022","19","43",683271343,Other,enabled,down,111980000036497193,Arabic,Technical
408972986,"23","01","2025","09","58",244806620,Other,,,105742230004371274,Arabic,
385906339,"07",March,"2021","14","55",233457330,Other,,,111400000036610928,Arabic,Technical
419168708,"11",June,"2021","15","54",952518012,Technical,,,111280000020552329,Arabic,Technical
430447162,"30",June,"2021","19","43",452404906,XDSL,enabled,up,112212230007408016,Arabic,Sales
392091707,"25",March,"2021","20","56",227107140,Other,,,112742230002652165,Arabic,Technical
126527993,"11","03","2023","15","19",225014049,Other,,,115232230000571189,Other,
414397528,"16",February,"2021","16","38",35829164,Other,enabled,down,101060000029296464,Arabic,Technical
435585520,"16",July,"2021","16","12",227411588,XDSL,,,111530000042045012,Arabic,Technical
476322019,"30",November,"2021","18","31",482445252,Other,enabled,up,108050000019721468,Arabic,Technical
391539615,"24",March,"2021","14","54",504811261,Other,,,110500000018067506,Arabic,Technical
512141938,"20",March,"2022","22","15",404624698,XDSL,enabled,down,104742230004399544,Arabic,Technical
512575352,"22",March,"2022","01","10",223160237,Other,enabled,up,113140000036434379,Arabic,Technical
429112573,"27",June,"2021","11","18",482178545,Other,enabled,up,115462230004842486,Arabic,Technical
387383573,"11",March,"2021","21","56",226883917,Other,,,115092230006449249,Arabic,Technical
437832817,"24",July,"2021","20","41",228644357,XDSL,enabled,up,115072230005797023,Arabic,Technical
537638098,"01",June,"2022","21","24",553256665,XDSL,enabled,down,114112230004560914,Arabic,Technical
411941825,"08",February,"2021","22","37",223793439,XDSL,enabled,up,106612230007034505,Arabic,Technical
501028801,"15",February,"2022","13","19",228800345,Other,,,104772230005388850,Arabic,Technical
537904298,"02",June,"2022","16","49",228602329,Technical,enabled,up,117930000056919953,Arabic,Technical
421241365,"14",June,"2021","10","08",35438534,Technical,,,100340000090439884,Arabic,Technical
414565743,"16",February,"2021","21","35",226100105,Other,enabled,up,106660000036787016,Arabic,Technical
399702877,"09",April,"2021","23","59",225329783,Other,,,114762230005908236,Arabic,Technical
531840891,"16",May,"2022","22","00",663578357,Other,enabled,up,118120000041870018,Arabic,Technical
486721526,"01",January,"2022","21","06",503699969,Other,,,113790000029401265,Arabic,Sales
464422227,"22",October,"2021","06","32",227224507,Other,enabled,up,102350000034038345,Arabic,Technical
479524390,"11",December,"2021","21","03",502408101,Other,enabled,up,104652230001541822,Arabic,Technical
447288757,"26",August,"2021","12","26",34193490,Other,,,115790000090208453,Arabic,Technical
448728023,"31",August,"2021","18","27",863262442,XDSL,enabled,up,107380000023826067,Arabic,Sales
450340979,"06",September,"2021","18","45",884490419,Technical,,,102292230002539029,Arabic,Technical
459890649,"06",October,"2021","10","51",237270183,Other,enabled,up,104772230003796067,Arabic,Technical
414386806,"27",May,"2021","11","42",643563758,Other,,,115070000060596730,Arabic,Sales
475664833,"28",November,"2021","15","21",227527282,Sales,enabled,up,112322230002409868,Arabic,Technical
484950352,"27",December,"2021","22","03",553209426,XDSL,enabled,up,115782230007852808,Arabic,Sales
414222816,"26",May,"2021","20","01",233753758,Other,,,104020000118356335,Arabic,Sales
505068933,"27",February,"2022","16","48",35087431,Other,enabled,up,118250000028322379,Arabic,Technical
547244652,"26",June,"2022","21","01",453322186,XDSL,enabled,up,116292230007431111,Arabic,Technical
483611262,"24",December,"2021","11","42",35806733,Other,enabled,up,111272230000477479,Arabic,Technical
545194288,"22",June,"2022","12","16",227113561,XDSL,enabled,down,104202230003778317,Arabic,Technical
395284990,"02",April,"2021","18","08",227069152,Other,,,107480000030302865,Arabic,Technical
526837817,"30",April,"2022","19","14",245910471,Other,enabled,down,111832230006235921,Arabic,Technical
441886182,"07",August,"2021","06","30",932170953,XDSL,enabled,down,108860000032385531,Arabic,Technical
472994562,"19",November,"2021","15","32",233675009,Other,enabled,up,111452230001421831,Arabic,Technical
405140604,"27",April,"2021","05","57",822138301,Other,,,116062130004656790,Arabic,Sales
547765506,"27",June,"2022","23","14",404511998,XDSL,enabled,up,111600000054819588,Arabic,Sales
464928765,"23",October,"2021","22","28",244640008,Other,,,103670000098624400,Arabic,Technical
486596373,"01",January,"2022","16","23",503488649,Other,enabled,up,113792230005839644,Arabic,Technical
444568353,"16",August,"2021","14","20",683400354,Other,,,115222230001696538,Arabic,Technical
416853160,"22",February,"2021","23","53",224813960,Other,,,115340000061841222,Arabic,Technical
486494516,"01",January,"2022","11","32",503699969,Other,enabled,up,113790000029401265,Arabic,Sales
414676122,"28",May,"2021","09","46",553564760,Other,,,111612230004528867,Arabic,Technical
36044653,"19","09","2022","19","08",934365764,Other,,,111382230004774623,Other,
410812523,"15",May,"2021","14","32",501992154,Other,,,114930000078658759,Arabic,Technical
387628382,"12",March,"2021","20","33",502074539,Other,,,114360000034616479,Arabic,Technical
517944407,"03",April,"2022","20","17",472992023,Other,enabled,up,111232230002642204,Arabic,Technical
25586094,"03","10","2022","20","16",483211615,Other,,,109490000030304807,Arabic,
495624226,"30",January,"2022","15","29",553281933,Other,enabled,down,116340000037345388,Arabic,Technical
440822195,"03",August,"2021","16","15",502681459,XDSL,enabled,up,106592230000649455,Arabic,Technical
415314689,"18",February,"2021","14","38",34493091,XDSL,enabled,up,114752230000852510,Arabic,Technical
454986511,"22",September,"2021","21","44",882448031,Other,,,111932230006118136,Arabic,Technical
403350404,"21",April,"2021","15","23",237108671,Other,,,111400000030559853,Arabic,Technical
403194728,"21",April,"2021","01","01",246070822,Other,,,111922230006902500,Arabic,Technical
495883599,"31",January,"2022","10","48",33254726,Other,,,113742230007185684,Arabic,Technical
512115535,"20",March,"2022","21","25",554342948,Other,enabled,up,101000000016454299,Arabic,Technical
521019936,"13",April,"2022","17","25",453160033,XDSL,enabled,down,102820000018448615,Arabic,Sales
415836348,"31",May,"2021","22","21",220693541,Other,,,132760000112451960,Arabic,Technical
307543851,"14","07","2024","06","23",233116649,Other,,,134750000112877950,Arabic,
407810238,"05",May,"2021","15","53",452405997,Other,,,115742230006179572,Arabic,Technical
163167510,"22","05","2023","14","16",473148590,Other,,,106720000114605524,Other,
434238981,"12",July,"2021","02","01",242206005,XDSL,enabled,up,109220000029300773,Arabic,Technical
448871928,"01",September,"2021","09","50",224840866,Other,enabled,up,111682230000747823,Arabic,Technical
415238431,"18",February,"2021","11","03",452759177,Other,enabled,down,113162230004269807,Arabic,Technical
404109062,"23",April,"2021","22","19",35242512,Other,,,101860000032684884,Arabic,Technical
406656325,"01",May,"2021","23","00",501910255,Other,,,114372230003819259,Arabic,Sales
456107224,"25",September,"2021","23","03",502278562,Other,enabled,up,116282230001958446,Arabic,Technical
410778772,"05",February,"2021","13","41",842480006,XDSL,enabled,down,114090000024887509,Arabic,Technical
476111941,"29",November,"2021","22","25",503670431,XDSL,enabled,up,103882230008001270,Arabic,Technical
490439748,"14",January,"2022","11","01",233651933,XDSL,enabled,up,118800000048641983,Arabic,Technical
400613205,"04",January,"2021","17","28",232976505,Other,,,117620000110632031,Arabic,Technical
535684268,"27",May,"2022","21","05",224410684,Other,enabled,up,114252230000388400,Arabic,Technical
420836425,"13",June,"2021","18","40",502034809,Other,,,100560000077953101,Other,Technical
453218731,"17",September,"2021","13","43",223475970,XDSL,enabled,down,120720000048102843,Arabic,Technical
493110550,"22",January,"2022","19","10",237158577,Other,enabled,up,101590000017559994,Arabic,Technical
458204723,"01",October,"2021","16","52",244226933,Other,enabled,up,107842230001384660,Arabic,Technical
410922740,"15",May,"2021","21","17",504261383,Other,,,111522230000732396,Arabic,Technical
525495905,"26",April,"2022","19","17",554329284,XDSL,enabled,up,100422230006945370,Arabic,Sales
400673119,"04",January,"2021","21","03",221789179,Other,enabled,up,115630000110643454,Arabic,Technical
396280335,"05",April,"2021","12","43",962499510,Technical,,,120530000044272914,Arabic,Technical
408519573,"29",January,"2021","15","05",223276031,XDSL,enabled,up,107420000048740119,Arabic,Technical
413081727,"12",February,"2021","15","03",247947799,Other,,,103700000037791776,Other,Technical
454458010,"21",September,"2021","16","59",402971881,Other,,,112470000112416508,Arabic,Sales
406156286,"20",January,"2021","16","31",683246536,Other,,,111822230003136216,Arabic,Sales
437591472,"13","03","2025","14","40",553605634,Other,,,107960000119143511,Arabic,
386090092,"07",March,"2021","23","30",244475067,Other,,,111680000064274307,Arabic,Technical
65815262,"13","11","2022","16","50",973531150,Other,,,113532230005534882,Other,
405001662,"26",April,"2021","20","05",223292397,XDSL,,,116292230003056941,Arabic,Sales
424929786,"18",June,"2021","20","25",502243585,Other,,,114552230003929701,Arabic,Technical
458861553,"03",October,"2021","12","24",973420392,Other,enabled,up,102040000020624798,Arabic,Technical
408542220,"29",January,"2021","16","01",554286921,XDSL,enabled,down,119580000089463270,Arabic,Technical
392895532,"26","12","2024","11","31",132615944,Other,,,110890000111645261,Arabic,
469812135,"08",November,"2021","17","34",34493091,Other,disabled,,114752230000852510,Arabic,Technical
10264797,"31","08","2022","20","20",35327596,Other,,,109260000022089887,Arabic,
445669288,"20",August,"2021","14","05",402143467,Other,enabled,up,101360000111649338,Arabic,Technical
190444459,"10","07","2023","18","53",226421286,Other,,,124080000109235942,Other,
522646167,"18",April,"2022","15","41",452310868,XDSL,enabled,down,120880000100011632,Arabic,Technical
455800149,"25",September,"2021","02","19",220995834,XDSL,enabled,up,108120000019897961,Arabic,Sales
411587228,"17",May,"2021","23","20",220693541,XDSL,,,132760000112451960,Arabic,Technical
423276416,"16",June,"2021","18","11",553342697,XDSL,,,104860000025603448,Arabic,Technical
402869253,"20",April,"2021","01","06",238754465,Other,,,109530000075254821,Arabic,Technical
474570652,"24",November,"2021","19","09",224600421,Other,enabled,up,112820000112187146,Arabic,Technical
433015568,"08",July,"2021","00","36",572101002,Other,enabled,up,113162230005161931,Arabic,Technical
512689004,"22",March,"2022","14","38",33003801,Other,,,119310000080260629,Arabic,Sales
458548106,"02",October,"2021","15","09",224323610,XDSL,enabled,down,112312230005876331,Arabic,Technical
477406867,"04",December,"2021","14","38",242356582,XDSL,enabled,up,113602230006444100,Arabic,Technical
422688701,"15",June,"2021","23","17",934883569,Other,,,116142230004473234,Arabic,Technical
228408072,"09","12","2023","19","34",643541642,Other,,,105690000027921738,Arabic,
409672647,"01",February,"2021","22","03",237361833,Other,enabled,up,115170000029898474,Arabic,Technical
394427683,"31",March,"2021","16","37",402437016,XDSL,,,110770000019463483,Arabic,Technical
400048633,"11",April,"2021","08","50",222808509,XDSL,,,111640000042699702,Arabic,Technical
443311961,"11",August,"2021","21","55",502002093,Other,enabled,up,114920000110502107,Arabic,Technical
404279191,"15",January,"2021","06","47",223489622,Other,enabled,up,112050000111649467,Arabic,Technical
413859925,"25",May,"2021","18","15",34713603,Other,,,111772230000086894,Arabic,Technical
538911839,"05",June,"2022","15","03",932012435,Other,,,111410000036784782,Other,Technical
467424262,"31",October,"2021","23","08",224840866,Other,enabled,up,111682230000747823,Arabic,Technical
403841680,"22",April,"2021","23","20",402143467,XDSL,,,101360000111649338,Arabic,Sales
391622241,"24",March,"2021","17","47",228805811,Other,,,117310000071508865,Arabic,Technical
534973766,"25",May,"2022","20","56",464831105,Other,,,112182230001983800,Arabic,Technical
501248793,"15",February,"2022","22","36",244690137,Other,enabled,up,109360000015010487,Arabic,Technical
509094705,"11",March,"2022","22","25",33525626,XDSL,enabled,up,113690000027474495,Arabic,Sales
387098352,"10",March,"2021","23","43",222058675,Other,,,110640000033898329,Arabic,Technical
391264691,"23",March,"2021","19","50",452843184,XDSL,,,111402230007063988,Arabic,Technical
407067501,"23",January,"2021","18","19",504755859,Other,,,116520000039638512,Arabic,Technical
447441548,"26",August,"2021","21","44",235741790,Other,,,119420000047891374,Arabic,Technical
487976047,"05",January,"2022","20","39",227658279,Other,enabled,down,112442230006523418,Arabic,Technical
432785418,"07",July,"2021","14","47",572614125,Other,,,103610000020276393,Arabic,Technical
407891745,"05",May,"2021","20","34",222681391,XDSL,,,137590000108347977,Arabic,Sales
400600460,"04",January,"2021","17","11",222210941,Other,enabled,up,111702230006252089,Arabic,Technical
495800519,"30",January,"2022","22","10",237880984,XDSL,-2,-2,113870000096576879,Arabic,Technical
467143203,"31",October,"2021","09","20",237615908,Other,,,112352230003060594,Arabic,Technical
428687664,"25",June,"2021","21","14",683246536,XDSL,enabled,up,111822230003136216,Arabic,Technical
400558151,"04",January,"2021","15","25",241930099,Sales,enabled,up,103400000017718347,Arabic,Technical
399371543,"01",January,"2021","01","52",228830542,Other,enabled,up,110700000034592128,Arabic,Technical
400376848,"03",January,"2021","22","54",220950071,XDSL,enabled,up,111240000115373416,Arabic,Technical
508196104,"09",March,"2022","11","58",503186056,Other,disabled,down,109080000038199162,Arabic,Technical
484253478,"26",December,"2021","03","23",934606927,Other,,,115110000022609308,Other,Technical
536236793,"29",May,"2022","13","16",233055804,XDSL,enabled,up,112050000036518549,Arabic,Sales
460726105,"09",October,"2021","12","43",223793439,XDSL,enabled,up,106612230007034505,Arabic,Sales
464463861,"22",October,"2021","12","53",223546983,Other,,,116510000060756921,Other,Technical
361441378,"26","10","2024","15","13",932400319,Other,,,110140000111120658,Arabic,
496750703,"02",February,"2022","19","37",35087431,Other,enabled,up,118250000028322379,Arabic,Technical
409854187,"02",February,"2021","14","47",571978913,XDSL,enabled,up,108470000020620058,Arabic,Technical
458198237,"01",October,"2021","16","35",572586353,XDSL,enabled,up,118560000027775404,Arabic,Technical
393815332,"30",March,"2021","13","14",225620740,Sales,,,112390000041286879,Arabic,Sales
392536245,"27",March,"2021","12","31",221893685,Other,,,104180000029169203,Arabic,Technical
414777756,"28",May,"2021","16","59",402390938,XDSL,,,113992230005732674,Arabic,Technical
473743705,"21",November,"2021","22","08",35445576,Other,,,116242230000788056,Arabic,Technical
437021335,"21",July,"2021","13","42",503943478,Other,enabled,up,116472230004047102,Arabic,Technical
467744340,"01",November,"2021","22","53",227113443,XDSL,enabled,down,118990000091470194,Arabic,Sales
506278587,"03",March,"2022","17","18",226232788,Other,enabled,down,113860000028363388,Arabic,Technical
427803159,"23",June,"2021","00","16",553591571,Other,enabled,up,113092230000831400,Arabic,Technical
400085324,"03",January,"2021","12","33",402152364,Other,disabled,down,112330000023873283,Arabic,Sales
384119969,"01",March,"2021","22","00",882266180,Other,,,101170000082365306,Arabic,Technical
